Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-11-26,260672259,5190782,0,255481477,594432,1.99,0.0,inf,196
2021-11-27,261122929,5196641,0,255926288,450670,1.99,0.0,inf,196
2021-11-28,261529648,5201374,0,256328274,406719,1.99,0.0,inf,196
2021-11-29,262192689,5209124,0,256983565,663041,1.99,0.0,inf,196
2021-11-30,262818343,5217050,0,257601293,625654,1.99,0.0,inf,196
2021-12-01,263526081,5226206,0,258299875,707738,1.98,0.0,inf,196
2021-12-02,264226450,5236239,0,258990211,700369,1.98,0.0,inf,196
2021-12-03,264940453,5244707,0,259695746,714003,1.98,0.0,inf,196
2021-12-04,265448446,5250149,0,260198297,507993,1.98,0.0,inf,196
2021-12-05,265887208,5257433,0,260629775,438762,1.98,0.0,inf,196
2021-12-06,266479904,5264382,0,261215522,592730,1.98,0.0,inf,196
2021-12-07,267172457,5272588,0,261899869,692553,1.97,0.0,inf,196
2021-12-08,267845234,5280603,0,262564631,672777,1.97,0.0,inf,196
2021-12-09,268573169,5289323,0,263283846,727935,1.97,0.0,inf,196
2021-12-10,269270292,5297359,0,263972933,697141,1.97,0.0,inf,196
2021-12-11,269765294,5303201,0,264462093,495085,1.97,0.0,inf,196
2021-12-12,270201389,5307669,0,264893720,436095,1.96,0.0,inf,196
2021-12-13,270829349,5314115,0,265515234,627960,1.96,0.0,inf,196
2021-12-14,271491083,5321775,0,266169308,661734,1.96,0.0,inf,196
2021-12-15,272229776,5330839,0,266898937,738693,1.96,0.0,inf,196
2021-12-16,272970953,5338069,0,267632884,741177,1.96,0.0,inf,196
2021-12-17,273699358,5344904,0,268354454,728405,1.95,0.0,inf,196
2021-12-18,274274413,5350816,0,268923597,575055,1.95,0.0,inf,196
2021-12-19,274751745,5355029,0,269396716,477873,1.95,0.0,inf,196
2021-12-20,275504086,5361857,0,270142229,752341,1.95,0.0,inf,196
2021-12-21,276293870,5369476,0,270924394,789795,1.94,0.0,inf,196
2021-12-22,277193837,5377529,0,271816308,899967,1.94,0.0,inf,196
2021-12-23,278177141,5386736,0,272790405,983304,1.94,0.0,inf,196
2021-12-24,278966621,5392790,0,273573831,822798,1.93,0.0,inf,196
2021-12-25,279479162,5396894,0,274082268,512541,1.93,0.0,inf,196
